r,u,v,VE,proxy_score,beam,trans,branch,mode,expanded_states,generated_transitions,final_beam_size,certified_no_truncation
2,0x80b0000c,0x0200c884,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586268,2590,1
2,0x80b0000c,0x0a00dcc1,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586268,2590,1
2,0x80b0000c,0x0a00e00e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586268,2590,1
2,0x80b0000c,0x0a00f44b,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586268,2590,1
2,0x80b00500,0x05051332,0.0859375,0.459431618637297256146218,1000000,100000,16,aggregate,1001,586664,2633,1
2,0x80b00500,0x01012113,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,1001,586664,2633,1
2,0x80b00500,0x0505933a,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586664,2633,1
2,0x80b00500,0x0505d33e,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,586664,2633,1
2,0x80b00600,0x09095ffa,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,401,225632,2416,1
2,0x80b00600,0x0d0da11b,0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,401,225632,2416,1
2,0x80b00900,0x0404a11b,0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,1001,591104,2510,1
2,0x80b00900,0x0404e779,-0.078125,0.321928094887362347808341,1000000,100000,16,aggregate,1001,591104,2510,1
2,0x80b00c00,0x02021998,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,585800,2240,1
2,0x80b00c00,0x02021ffe,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,585800,2240,1
2,0x80b00c00,0x0a0a9990,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,585800,2240,1
2,0x80b00c00,0x0a0adff2,-0.0703125,0.169925001442312362948117,1000000,100000,16,aggregate,1001,585800,2240,1
2,0x80b03000,0x0444c00c,0.09375,0.584962500721156181474059,1000000,100000,16,aggregate,1001,615416,1560,1
